citekey,title,toolname,year,venue,artifact_type,primary_stage,primary_label,QAC1,QAC2,QAC3,QAC4,QAC5,QAC_total,secondary_labels,technique_tags,layer_tag,vuln_type,coding_basis,evidence_source,evidence_span,evidence_charspan,matched_cue,rule_id,notes,QAC_total_3,qac_basis,needs_manual_qac_review,qc_primary_single,qc_evidence_nonempty,qc_secondary_delimiter_ok,needs_abstract_review,needs_labelset_validation,tax_level1,tax_level2,tax_level3,tax_level4,tax_level5,tax_path_full,tax_alt_paths,tax_source,QAC_pass_total_ge4,QAC_threshold
zhang2023cpvd,CPVD: Cross project vulnerability detection based on graph attention network and domain adaptation,CPVD,2023,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.LSVD.NET.IMPL,1,1,1,1,0,4,,Program graphs,Network,,title-only,title,CPVD: Cross project vulnerability detection based on graph attention network and domain adaptation,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Cross-scope and recurring vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,,taxonomy_figure,TRUE,4
zhang2023learning,Learning to locate and describe vulnerabilities,VulTeller,2023,2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),study,VM.FI,VM.FI.PF,1,1,1,1,1,5,,,,,title-only,title,Learning to locate and describe vulnerabilities,title:12-18,locate,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph-to-sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph-to-sequence representation,,taxonomy_figure,TRUE,4
zhang2023vulnerability,Vulnerability detection by learning from syntax-based execution paths of code,EPVD,2023,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.GVD.D,1,1,1,1,1,5,,Dynamic analysis,,,title-only,title,Vulnerability detection by learning from syntax-based execution paths of code,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph-to-sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph-to-sequence representation,,taxonomy_figure,TRUE,4
zhou2023clfuzz,CLFuzz: Vulnerability detection of cryptographic algorithm implementation via semantic-aware fuzzing,CLFuzz,2023,ACM Transactions on Software Engineering and Methodology,study,VM.VD,VM.VD.GVD.D.FUZZ,1,1,1,1,1,5,,Fuzzing; Program graphs,,,title-only,title,CLFuzz: Vulnerability detection of cryptographic algorithm implementation via semantic-aware fuzzing,title:2-6,fuzz; fuzzing,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Middleware layer,Third-party components,,Vulnerability Detection > Layer-specific Vulnerability Detection > Middleware layer > Third-party components,,taxonomy_figure,TRUE,4
Du_2024,Vulnerability-oriented testing for RESTful APIs,VOAPI$^2$,2024,Proceedings of the 33rd USENIX Conference on Security Symposium,study,VM.VD,VM.VD.LSVD.APP.API,1,1,0,1,1,4,,,Application,,title-only,title,Vulnerability-oriented testing for RESTful APIs,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,API and logic vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > API and logic vulnerabilities,,taxonomy_figure,TRUE,4
EarlyVulnFix_2024,Silent Taint-Style Vulnerability Fixes Identification,EarlyVulnFix,2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,study,VM.VD,VM.VD.GVD,1,1,0,1,1,4,,Taint analysis,,,title-only,title,Silent Taint-Style Vulnerability Fixes Identification,,,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Silent fix identification,,,,Fix Identification > Silent fix identification,,taxonomy_figure,TRUE,4
Emre_2024_Atropos,Atropos: effective fuzzing of web applications for server-side vulnerabilities,ATROPOS,2024,Proceedings of the 33rd USENIX Conference on Security Symposium,study,unclear,unclear,0,1,1,1,1,4,,Fuzzing,Application,,title-only,title,Atropos: effective fuzzing of web applications for server-side vulnerabilities,title:19-23,fuzz; fuzzing,R3,Title-only evidence insufficient for stage; keep as unclear.,3,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
FixFinder_2024,Automated Mapping of Vulnerability Advisories onto their Fix Commits in Open Source Repositories,FixFinder,2024,ACM Trans. Softw. Eng. Methodol.,study,VM.VD,VM.VD.LSVD.SYS,1,1,1,1,1,5,,Dynamic analysis,System,,title-only,title,Automated Mapping of Vulnerability Advisories onto their Fix Commits in Open Source Repositories,title:61-67,commit,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Patch Finding,,,,Fix Identification > Patch Finding,,taxonomy_figure,TRUE,4
PatchFinder_2024,PatchFinder: A Two-Phase Approach to Security Patch Tracing for Disclosed Vulnerabilities in Open-Source Software,PatchFinder,2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,method/tool,VM.VD,VM.VD.LSVD.SYS,1,1,0,1,1,4,,,System,,title-only,title,PatchFinder: A Two-Phase Approach to Security Patch Tracing for Disclosed Vulnerabilities in Open-Source Software,title:0-5,patch,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Patch Finding,,,,Fix Identification > Patch Finding,,taxonomy_figure,TRUE,4
VF_Detector_2024,VF-Detector: making multi-granularity code changes on vulnerability fix detector robust to mislabeled changes,VF-Detector,2024,Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence,study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,,,,title-only,title,VF-Detector: making multi-granularity code changes on vulnerability fix detector robust to mislabeled changes,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Multi-granularity identification,,,,Fix Identification > Multi-granularity identification,,taxonomy_figure,TRUE,4
VulAdvisor_2024,VulAdvisor: Natural Language Suggestion Generation for Software Vulnerability Repair,VulAdvisor,2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,study,VM.VR,VM.VR,1,0,1,1,1,4,VM.VD,,,,title-only,title,VulAdvisor: Natural Language Suggestion Generation for Software Vulnerability Repair,title:78-84,repair; vulnerability repair,R1,"Multiple stage cues in title: VM.VR, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Repair,,,,,Vulnerability Repair,,primary_label_code,TRUE,4
Yuan2024StagedVulBERT,StagedVulBERT: Multigranular Vulnerability Detection With a Novel Pretrained Code Model,StagedVulBERT,2024,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.GVD.S.LB.SEQ,1,1,0,1,1,4,,Token encoder,,,title-only,title,StagedVulBERT: Multigranular Vulnerability Detection With a Novel Pretrained Code Model,,,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Sequence representation,,taxonomy_figure,TRUE,4
bouom2024triassetrank,"TriAssetRank: Ranking Vulnerabilities, Exploits, and Privileges for Countermeasures Prioritization",TriAssetRank,2024,IEEE Transactions on Information Forensics and Security,study,VM.VA,VM.VA.AP,1,1,1,1,1,5,,,,,title-only,title,"TriAssetRank: Ranking Vulnerabilities, Exploits, and Privileges for Countermeasures Prioritization",title:84-91,priorit; ranking; rank,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Assessment and Prioritization,,,,Vulnerability Analysis > Assessment and Prioritization,,taxonomy_figure,TRUE,4
cao2024coca,Coca: Improving and explaining graph neural network-based vulnerability detection systems,Coca,2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,method/tool,VM.VD,VM.VD.LSVD.NET.IMPL,1,1,1,0,1,4,VM.VA,GNN; Program graphs,Network,,title-only,title,Coca: Improving and explaining graph neural network-based vulnerability detection systems,title:20-27,explain; graph neural,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
cao2024snopy,Snopy: Bridging sample denoising with causal graph learning for effective vulnerability detection,Snopy,2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,study,VM.VD,VM.VD.GVD.S.LB.GRAPH,0,1,1,1,1,4,,Program graphs,,,title-only,title,Snopy: Bridging sample denoising with causal graph learning for effective vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
chen2024improving,Improving smart contract security with contrastive learning-based vulnerability detection,Clear,2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,study,VM.VD,VM.VD.SC.S,1,1,1,1,1,5,,,Smart contract,,title-only,title,Improving smart contract security with contrastive learning-based vulnerability detection,title:10-24,smart contract,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Static approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Static approach,,taxonomy_figure,TRUE,4
chu2024graph,Graph neural networks for vulnerability detection: A counterfactual explanation,CFExplainer,2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,study,VM.VD,VM.VD.LSVD.NET.IMPL,1,0,1,1,1,4,VM.VA,GNN; Program graphs,Network,,title-only,title,Graph neural networks for vulnerability detection: A counterfactual explanation,title:53-67,counterfactual; graph neural,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
do2024optimizing,Optimizing software vulnerability detection using RoBERTa and machine learning,RoBERTaAGS,2024,Automated Software Engineering,study,VM.VD,VM.VD.GVD.S.LB.SEQ,1,1,0,1,1,4,,Token encoder,,,title-only,title,Optimizing software vulnerability detection using RoBERTa and machine learning,,,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Sequence representation,,taxonomy_figure,TRUE,4
feng2024fire,$\{$FIRE$\}$: Combining $\{$Multi-Stage$\}$ Filtering with Taint Analysis for Scalable Recurring Vulnerability Detection,FIRE,2024,33rd USENIX Security Symposium (USENIX Security 24),study,VM.VD,VM.VD.GVD,1,0,1,1,1,4,,Taint analysis,,,title-only,title,$\{$FIRE$\}$: Combining $\{$Multi-Stage$\}$ Filtering with Taint Analysis for Scalable Recurring Vulnerability Detection,,,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Cross-scope and recurring vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,,taxonomy_figure,TRUE,4
guo2024reactappscan,ReactAppScan: Mining React Application Vulnerabilities via Component Graph,ReactAppScan,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.GVD.S.GA,0,1,1,1,1,4,,Program graphs,,,title-only,title,ReactAppScan: Mining React Application Vulnerabilities via Component Graph,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Ecosystem-specific vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,,taxonomy_figure,TRUE,4
hu2024solitester,SoliTester: Detecting exploitable external-risky vulnerability in smart contracts using contract account triggering method,SoliTester,2024,Journal of Software: Evolution and Process,method/tool,VM.VD,VM.VD.SC.S,0,1,1,1,1,4,VM.VA,,Smart contract,,title-only,title,SoliTester: Detecting exploitable external-risky vulnerability in smart contracts using contract account triggering method,title:43-47,risk; smart contract,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
huang2024detecting,Detecting Broken Object-Level Authorization Vulnerabilities in Database-Backed Applications,Huang et al.,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,dataset/benchmark,,,1,0,1,1,1,4,,,,,resource,title,Detecting Broken Object-Level Authorization Vulnerabilities in Database-Backed Applications,,,,Dataset/benchmark resource; excluded from VM-stage assignment in taxonomy coding.,4,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,API and logic vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > API and logic vulnerabilities,,taxonomy_figure,TRUE,4
huang2024hevuld,HeVulD: A static vulnerability detection method using heterogeneous graph code representation,HeVulD,2024,IEEE Transactions on Information Forensics and Security,method/tool,VM.VD,VM.VD.GVD.S.GA,0,1,1,1,1,4,,Program graphs; Static analysis,,,title-only,title,HeVulD: A static vulnerability detection method using heterogeneous graph code representation,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
huang2024vmud,VMUD: Detecting Recurring Vulnerabilities with Multiple Fixing Functions via Function Selection and Semantic Equivalent Statement Matching,VMud,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.GVD,1,1,1,1,0,4,,,,,title-only,title,VMUD: Detecting Recurring Vulnerabilities with Multiple Fixing Functions via Function Selection and Semantic Equivalent Statement Matching,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Cross-scope and recurring vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,,taxonomy_figure,TRUE,4
jiang2024efevd,EFEVD: enhanced feature extraction for smart contract vulnerability detection,EFEVD,2024,Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence,study,VM.VD,VM.VD.SC.S,1,1,1,0,1,4,,,Smart contract,,title-only,title,EFEVD: enhanced feature extraction for smart contract vulnerability detection,title:39-53,smart contract,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Static approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Static approach,,taxonomy_figure,TRUE,4
li2024babel,BABEL: A Novel Software Vulnerability Detection Framework for Breaking Language Barriers,BABEL,2024,2024 IEEE International Conference on Software Maintenance and Evolution (ICSME),method/tool,VM.VD,VM.VD.LSVD.MW.JAVA,1,0,1,1,1,4,,,Middleware,,title-only,title,BABEL: A Novel Software Vulnerability Detection Framework for Breaking Language Barriers,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
li2024cobra,Cobra: interaction-aware bytecode-level vulnerability detector for smart contracts,COBRA,2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,study,VM.VD,VM.VD.SC.S,1,0,1,1,1,4,,,Smart contract,,title-only,title,Cobra: interaction-aware bytecode-level vulnerability detector for smart contracts,title:67-81,smart contract,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
li2024effectiveness,On the effectiveness of function-level vulnerability detectors for inter-procedural vulnerabilities,VulTrigger,2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,study,VM.VD,VM.VD.GVD,1,0,1,1,1,4,,,,,title-only,title,On the effectiveness of function-level vulnerability detectors for inter-procedural vulnerabilities,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Cross-scope and recurring vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,,taxonomy_figure,TRUE,4
liu2024dl4sc,DL4SC: a novel deep learning-based vulnerability detection framework for smart contracts,DL4SC,2024,Automated Software Engineering,method/tool,VM.VD,VM.VD.SC.S,0,1,1,1,1,4,,,Smart contract,,title-only,title,DL4SC: a novel deep learning-based vulnerability detection framework for smart contracts,title:73-87,smart contract,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Static approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Static approach,,taxonomy_figure,TRUE,4
liu2024tlscg,TLSCG: Transfer Learning-Based Efficient Anomalous Smart Contract Generation to Empower Unknown Vulnerability Detection,TLSCG,2024,2024 IEEE International Conference on Web Services (ICWS),study,VM.VD,VM.VD.SC.S,1,1,1,1,1,5,,,Smart contract,,title-only,title,TLSCG: Transfer Learning-Based Efficient Anomalous Smart Contract Generation to Empower Unknown Vulnerability Detection,title:51-65,smart contract,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Static approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Static approach,,taxonomy_figure,TRUE,4
luo2024scvhunter,Scvhunter: Smart contract vulnerability detection based on heterogeneous graph attention network,SCVHunter,2024,Proceedings of the IEEE/ACM 46th international conference on software engineering,study,VM.VD,VM.VD.SC.S,1,1,1,0,1,4,,Program graphs,Smart contract,,title-only,title,Scvhunter: Smart contract vulnerability detection based on heterogeneous graph attention network,title:11-25,smart contract,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Static approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Static approach,,taxonomy_figure,TRUE,4
luo2024test,Test Suites Guided Vulnerability Validation for Node. js Applications,JSGo,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,dataset/benchmark,,,1,0,1,1,1,4,,,,,resource,title,Test Suites Guided Vulnerability Validation for Node. js Applications,,,,Dataset/benchmark resource; excluded from VM-stage assignment in taxonomy coding.,4,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Ecosystem-specific vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,,taxonomy_figure,TRUE,4
nguyen2024deep,Deep domain adaptation with max-margin principle for cross-project imbalanced software vulnerability detection,DAM2P,2024,ACM Transactions on Software Engineering and Methodology,study,VM.VD,VM.VD.LSVD.SYS,1,1,1,1,1,5,,,System,,title-only,title,Deep domain adaptation with max-margin principle for cross-project imbalanced software vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Cross-scope and recurring vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,,taxonomy_figure,TRUE,4
pan2024towards,Towards more practical automation of vulnerability assessment,ProEVA; ProEVA IRé¥æVE set,2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,study,VM.VD,VM.VD.GVD,0,1,1,1,1,4,VM.VA,,,,title-only,title,Towards more practical automation of vulnerability assessment,title:51-61,assessment,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Assessment and Prioritization,,,,Vulnerability Analysis > Assessment and Prioritization,,taxonomy_figure,TRUE,4
qiu2024vulnerability,Vulnerability detection via multiple-graph-based code representation,MGVD,2024,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.GVD.S.GA,0,1,1,1,1,4,,Program graphs,,,title-only,title,Vulnerability detection via multiple-graph-based code representation,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
rahman2024towards,Towards causal deep learning for vulnerability detection,CausalVul,2024,Proceedings of the IEEE/ACM 46th international conference on software engineering,study,VM.VD,VM.VD.GVD,1,0,1,1,1,4,,,,,title-only,title,Towards causal deep learning for vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Sequence representation,,taxonomy_figure,TRUE,4
raj2024fuzz,Fuzz to the Future: Uncovering Occluded Future Vulnerabilities via Robust Fuzzing,FlakJack,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,study,unclear,unclear,1,1,1,1,1,5,,Fuzzing,,,title-only,title,Fuzz to the Future: Uncovering Occluded Future Vulnerabilities via Robust Fuzzing,title:0-4,fuzz; fuzzing,R3,Title-only evidence insufficient for stage; keep as unclear.,3,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,General Vulnerability Detection,Dynamic approach,Fuzzing,,Vulnerability Detection > General Vulnerability Detection > Dynamic approach > Fuzzing,,taxonomy_figure,TRUE,4
ruaro2024not,Not your type! detecting storage collision vulnerabilities in ethereum smart contracts,CRUSH,2024,Proc. Netw. Distrib. Syst. Secur. Symp,study,VM.VD,VM.VD.SC.S,1,1,0,1,1,4,,,Smart contract,,title-only,title,Not your type! detecting storage collision vulnerabilities in ethereum smart contracts,title:71-85,smart contract; ethereum,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
shao2024fvd,$\{$FVD-DPM$\}$: Fine-grained Vulnerability Detection via Conditional Diffusion Probabilistic Models,FVD-DPM,2024,33rd USENIX Security Symposium (USENIX Security 24),study,VM.VD,VM.VD.GVD,1,0,1,1,1,4,,,,,title-only,title,$\{$FVD-DPM$\}$: Fine-grained Vulnerability Detection via Conditional Diffusion Probabilistic Models,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
shi2024recurscan,Recurscan: Detecting recurring vulnerabilities in php web applications,RecurScan,2024,Proceedings of the ACM Web Conference 2024,study,VM.VD,VM.VD.LSVD.APP.WEB,1,1,1,1,1,5,,,Application,,title-only,title,Recurscan: Detecting recurring vulnerabilities in php web applications,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Cross-scope and recurring vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,taxonomy_figure,TRUE,4
shimmi2024vulsim,$\{$VulSim$\}$: Leveraging similarity of $\{$Multi-Dimensional$\}$ neighbor embeddings for vulnerability detection,VulSim,2024,33rd USENIX Security Symposium (USENIX Security 24),study,VM.VD,VM.VD.GVD.S.LB.SEQ,1,1,1,0,1,4,,Token encoder,,,title-only,title,$\{$VulSim$\}$: Leveraging similarity of $\{$Multi-Dimensional$\}$ neighbor embeddings for vulnerability detection,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Sequence representation,,taxonomy_figure,TRUE,4
steenhoek2024dataflow,Dataflow analysis-inspired deep learning for efficient vulnerability detection,DAM,2024,Proceedings of the 46th ieee/acm international conference on software engineering,study,VM.VD,VM.VD.GVD,0,1,1,1,1,4,,,,,title-only,title,Dataflow analysis-inspired deep learning for efficient vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
sun2024all,All your tokens are belong to us: Demystifying address verification vulnerabilities in solidity smart contracts,AVVERIFIER,2024,33rd USENIX Security Symposium (USENIX Security 24),study,unclear,unclear,1,1,0,1,1,4,,Token encoder,Smart contract,,title-only,title,All your tokens are belong to us: Demystifying address verification vulnerabilities in solidity smart contracts,title:96-110,smart contract; solidity,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
sun2024automatic,Automatic software vulnerability classification by extracting vulnerability triggers,Sun et al.; NVDVD (14-CWE subset),2024,Journal of Software: Evolution and Process,study,VM.VD,VM.VD.GVD,1,1,1,1,0,4,,,,,title-only,title,Automatic software vulnerability classification by extracting vulnerability triggers,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Classification and Interpretation,,,,Vulnerability Analysis > Classification and Interpretation,,taxonomy_figure,TRUE,4
sun2024gptscan,Gptscan: Detecting logic vulnerabilities in smart contracts by combining gpt with program analysis,GPTScan,2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,study,VM.VD,VM.VD.SC.S,1,1,1,1,0,4,,LLM,Smart contract,,title-only,title,Gptscan: Detecting logic vulnerabilities in smart contracts by combining gpt with program analysis,title:44-58,smart contract; gpt,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
